Claim,Claim Count,Issue
in solidarity with the seven individuals charged with misdemeanors and felonies during a Gaza solidarity encampment; for Palestinian liberation,0,Gaza
for protection of immigrant rights; against the allowance of ICE on University of Texas- Austin campus; against the Trump administration; against Governor Greg Abbott; for University of Texas- Austin to be a sanctuary campus,0,Immigration
against ICE raids; against immigrant deportations; for immigrant rights,0,Immigration
against ICE and mass deportations; for Indiana University to become a sanctuary campus,0,Immigration
against ICE and mass deportations; for immigrant rights; against SB17; against the removal of DEI from college campuses,0,Immigration
"for discussing the history and impact of african-american protest music, for analyzing the symbolism in kendrick lamarÃÂ¢ÃÂÃÂs super bowl performance, against performative activism that does not result in tangible change, against the nflÃÂ¢ÃÂÃÂs removal of the ÃÂ¢ÃÂÃÂend racismÃÂ¢ÃÂÃÂ message from the field, for fostering solidarity among marginalized communities in response to recent policies, for creating open spaces where students can discuss social justice without fear, for breaking down power dynamics between professors and students in discussions on race and activism",1,Racial Justice
against ICE and mass deportations; for immigrant rights,0,Immigration
against Israel's attacks on the West Bank; against ethnic cleansing in Palestine; for Palestinian liberation,0,Gaza
against President Trump's threats to withhold funding for hospitals in New York City for providing gender affirming care to people under the age of 19; for access to gender affirming care; for access to healthcare; for LGBTQ+ rights,0,LGBTplus
against President Trump's threats to withhold funding for hospitals in New York City for providing gender affirming care to people under the age of 19; for access to gender affirming care; for access to healthcare; for LGBTQ+ rights,0,Healthcare
against President Trump's adminstrations efforts to dismantle the U.S. Department of Education,1,Trump
"against ICE presence in immigrant communities, for protecting immigrant rights and safety, against immigration raids that create fear and division, for standing in solidarity with immigrant communities, against federal immigration enforcement disrupting local communities, for students using their voices to oppose deportations, against policies that target and intimidate immigrant families, for ensuring all residents feel safe regardless of immigration status, against actions that create fear in schools and neighborhoods, for a community that welcomes and supports immigrants",1,Immigration
against Donald Trump's mass deportation plan; against the elimination of birthright citizenship,0,Immigration
for restroring abortion rights in Kentucky,1,Abortion
"for fair wages for concierges, porters, and residential workers, arguing they are paid poverty wages despite maintaining luxury buildings, for affordable health benefits for building workers, citing unaffordable current plans, for allowing workers to earn enough to live in the city they serve, as jersey city has the second-highest rental prices in the u.s., against landlords charging high rent and excessive fees while underpaying essential workers, against the 380 housing code violations found at journal squared, including life safety threats, for stronger tenant protections against unfair rental fees and poor housing conditions, for greater accountability from luxury landlords like kre group to improve working and living conditions, for city and state officials supporting workers' rights, wages, and tenant protections",1,Workers
"for reproductive rights and gender-affirming care, against government overreach into healthcare decisions, for protections and dignity for LGBTQ+ individuals, against transphobic executive orders and rollbacks of civil rights, for bodily autonomy and the right to make personal medical decisions, against discrimination in education, sports, and public spaces, for inclusive and supportive communities for trans and nonbinary youth, against policies that increase mental health struggles and suicide risk among marginalized groups",1,Abortion
"for reproductive rights and gender-affirming care, against government overreach into healthcare decisions, for protections and dignity for LGBTQ+ individuals, against transphobic executive orders and rollbacks of civil rights, for bodily autonomy and the right to make personal medical decisions, against discrimination in education, sports, and public spaces, for inclusive and supportive communities for trans and nonbinary youth, against policies that increase mental health struggles and suicide risk among marginalized groups",1,LGBTplus
"for reproductive rights and gender-affirming care, against government overreach into healthcare decisions, for protections and dignity for LGBTQ+ individuals, against transphobic executive orders and rollbacks of civil rights, for bodily autonomy and the right to make personal medical decisions, against discrimination in education, sports, and public spaces, for inclusive and supportive communities for trans and nonbinary youth, against policies that increase mental health struggles and suicide risk among marginalized groups",1,Healthcare
against President Trump's executive orders; against ICE and immigrant deportations; for Palestinian liberation; for women's reproductive rights,0,Gaza
against President Trump's executive orders; against ICE and immigrant deportations; for Palestinian liberation; for women's reproductive rights,0,Abortion
against President Trump's executive orders; against ICE and immigrant deportations; for Palestinian liberation; for women's reproductive rights,0,Immigration
against U.S. Representative Jake Auchincloss's support for Israel; for immediate and permanent ceasefire in Gaza; for Palestinian liberation,0,Gaza
"against ICE raids that create fear in immigrant communities, for student activism in support of immigrant rights, against policies that target and disrupt immigrant families, for local communities standing together in solidarity, against federal enforcement actions that instill fear in schools and neighborhoods, for policies that ensure all students feel safe in their schools, against deportations that separate families, for advocating humane immigration policies",1,Immigration
against the termination of roughly 40 employees at Phipps Conservatory contracted through Sodexo Live; against alleged retaliation termination after the employees tried to unionize with SEIU,0,Workers
against Elon Musk's involvement in the United States Federal Government; for boycotting Tesla; for U.S aid; for foreign workers; for medical research,0,Musk/DOGE
against Elon Musk's involvement in the United States Federal Government; for boycotting Tesla; for U.S aid; for foreign workers; for medical research,0,Workers
against Elon Musk's involvement in the United States Federal Government;,0,Musk/DOGE
against President Trump's abuse of power; for democracy,0,Trump
"against mass layoffs of federal employees, for job security in public service, against Elon Musk's role in government affairs, for congressional accountability over executive actions, against cuts to USAID and foreign aid programs, for transparency in government restructuring, against undermining constitutional democracy, for the protection of democratic institutions, against forced buyouts and arbitrary dismissals of civil servants, for responsible governance that upholds the rule of law, against Trump and Musk consolidating power, for ethical oversight of federal decision-making, against using DEI as a scapegoat for unrelated tragedies",1,Musk/DOGE
"against mass layoffs of federal employees, for job security in public service, against Elon Musk's role in government affairs, for congressional accountability over executive actions, against cuts to USAID and foreign aid programs, for transparency in government restructuring, against undermining constitutional democracy, for the protection of democratic institutions, against forced buyouts and arbitrary dismissals of civil servants, for responsible governance that upholds the rule of law, against Trump and Musk consolidating power, for ethical oversight of federal decision-making, against using DEI as a scapegoat for unrelated tragedies",1,LGBTplus
against layoffs at U.S. Environmental Protection Agency's Midwest office,1,Environment
in remembrance of victims of Sandy Hook Elementary School mass shooting and other instances of gun violence; for gun reform,0,Gun Control
"for higher wages for university of iowa health care workers, for better working conditions, including improvements to older and unsafe units, for increased respect and appreciation for staff who feel undervalued, against hiring temporary travel nurses at high costs instead of investing in permanent staff, for meaningful wage increases, citing a long period without substantial raises, for better physical and mental working conditions for healthcare workers, for university and regents representatives to acknowledge and act on workers' concerns, for a contract that improves conditions for workers, patients, and families",1,Workers
"for higher wages for university of iowa health care workers, for better working conditions, including improvements to older and unsafe units, for increased respect and appreciation for staff who feel undervalued, against hiring temporary travel nurses at high costs instead of investing in permanent staff, for meaningful wage increases, citing a long period without substantial raises, for better physical and mental working conditions for healthcare workers, for university and regents representatives to acknowledge and act on workers' concerns, for a contract that improves conditions for workers, patients, and families",1,Healthcare
against Gov. Mike Dunleavy allegedly illegaly withholding a statewide salary report; for higher pay for public-sector workers in Alaska,0,Workers
"against VA workforce cuts, for protecting veterans' healthcare access, against understaffing at VA medical centers, for job security for civil service workers, against layoffs impacting patient care, for prioritizing veterans' well-being over cost-saving measures, against rushed efficiency plans that hurt healthcare, for transparency in VA budget allocation, against delays in veterans' medical treatment, for congressional oversight of government efficiency initiatives, against corporate involvement in public healthcare decisions, for maintaining timely access to primary care physicians, against bureaucratic chaos affecting veterans' services, for fair labor practices in the federal workforce, against unjust terminations of VA employees, for accountability from the Department of Government Efficiency, against privatization of VA healthcare",1,Workers
"against VA workforce cuts, for protecting veterans' healthcare access, against understaffing at VA medical centers, for job security for civil service workers, against layoffs impacting patient care, for prioritizing veterans' well-being over cost-saving measures, against rushed efficiency plans that hurt healthcare, for transparency in VA budget allocation, against delays in veterans' medical treatment, for congressional oversight of government efficiency initiatives, against corporate involvement in public healthcare decisions, for maintaining timely access to primary care physicians, against bureaucratic chaos affecting veterans' services, for fair labor practices in the federal workforce, against unjust terminations of VA employees, for accountability from the Department of Government Efficiency, against privatization of VA healthcare",1,LGBTplus
"against VA workforce cuts, for protecting veterans' healthcare access, against understaffing at VA medical centers, for job security for civil service workers, against layoffs impacting patient care, for prioritizing veterans' well-being over cost-saving measures, against rushed efficiency plans that hurt healthcare, for transparency in VA budget allocation, against delays in veterans' medical treatment, for congressional oversight of government efficiency initiatives, against corporate involvement in public healthcare decisions, for maintaining timely access to primary care physicians, against bureaucratic chaos affecting veterans' services, for fair labor practices in the federal workforce, against unjust terminations of VA employees, for accountability from the Department of Government Efficiency, against privatization of VA healthcare",1,Healthcare
"against local police acting as federal immigration agents, for public safety policies that build trust with immigrant communities, against policies that lead to fear and decreased crime reporting, for maintaining clear distinctions between civil and criminal law enforcement roles, against using county resources for federal immigration enforcement, for ensuring all residents feel safe accessing community services, against measures that discourage school attendance and social participation, for passing state laws that protect immigrant communities, against political stunts that harm public confidence in law enforcement, for policies that respect and honor immigrant contributions",1,Immigration
against immigrants' deportation and family separation; against ICE raids,0,Immigration
"against forced return-to-office mandates, for remote work flexibility in federal jobs, against buyouts forcing government employees out, for protecting virtual work opportunities in public service, against executive orders eliminating telework, for workplace stability in government agencies, against Trump administration job cuts, for federal employees' rights to job security, against disruptions to Commerce Department employment",2,Trump
"against federal intervention in D.C. governance, for D.C. autonomy and self-determination, against Trump's executive order to ""beautify"" the city, for community-led solutions to crime and homelessness, against forced removals of homeless camps, for local leadership addressing public safety concerns, against the Trump administration's lack of engagement with D.C. communities, for unity in addressing crime and violence, against outsider narratives dictating D.C.'s future, for preserving the city's unique culture and resident-led policies",1,Musk/DOGE
against the appointment of Elon Musk to lead the Department of Government Efficiency; against DOGE budget cuts and employee terminations; in support of federal workers,0,Musk/DOGE
against the appointment of Elon Musk to lead the Department of Government Efficiency; against DOGE budget cuts and employee terminations; in support of federal workers,0,Workers
against President Trump's plan to take over Gaza while relocating residents to neighboring countries; for Palestinian liberation,0,Gaza
against President Donald TrumpÃÂ¢ÃÂÃÂs proposal to resettle Palestinians in Gaza; for Palestinian liberation,0,Gaza
against the appointment of Elon Musk to lead the Department of Government Efficiency; against DOGE,0,Musk/DOGE
against proposed cuts to Medicaid and social services,1,Healthcare
"against U.S. involvement in IsraelÃÂ¢ÃÂÃÂs actions in Gaza, for Palestinian self-determination, against TrumpÃÂ¢ÃÂÃÂs plan to take over Gaza, for honoring the ceasefire agreement, against leveraging foreign aid to pressure Jordan and Egypt, for stopping the ethnic cleansing of Palestinians, against continued attacks on displaced Palestinians, for recognizing GazaÃÂ¢ÃÂÃÂs history and the right of Palestinians to remain on their land, against destruction of Palestinian infrastructure and homes",1,Gaza
against the Trump Administration's attempts to dismantle climate and health protections; for environmental protection,0,Environment
against President Trump; against the appointment of Elon Musk to lead the Department of Government Efficiency; against DOGE,0,Musk/DOGE
for Palestinian liberation; in support of Palestinian sovereignty; against President Trump's position to take control of Gaza,0,Gaza
"against the appointment of Elon Musk to lead the Department of Government Efficiency; against DOGE; against federal funding freezes and agency overhauls impacting agencies like the Department of Education, the Environmental Protection Agency, the Department of Veterans Affairs, and the National Institutes of Health",0,Environment
"against the appointment of Elon Musk to lead the Department of Government Efficiency; against DOGE; against federal funding freezes and agency overhauls impacting agencies like the Department of Education, the Environmental Protection Agency, the Department of Veterans Affairs, and the National Institutes of Health",0,Musk/DOGE
against ethnic cleansing in Gaza; for Palestinian liberation,0,Gaza
against President Trump being elected as the new chair of the John F. Kennedy Center for the Performing Arts; for the continuation of drag shows at the center,0,Trump
"against President Trump's attempts to erase and threaten the lives of trans, non-binary, two-spirit, and intersex people; for queer liberation; for visibility for all marginalized identities; for allowing transgender people to serve in the military; for funding for gender-affirming health care; for ending bathroom restrictions on transgender people; against forced outings of queer students or individuals; for full federal funding for HIV prevention grants; for protecting trans athletes; for amnesty for queer immigrants",0,Immigration
"against President Trump's attempts to erase and threaten the lives of trans, non-binary, two-spirit, and intersex people; for queer liberation; for visibility for all marginalized identities; for allowing transgender people to serve in the military; for funding for gender-affirming health care; for ending bathroom restrictions on transgender people; against forced outings of queer students or individuals; for full federal funding for HIV prevention grants; for protecting trans athletes; for amnesty for queer immigrants",0,LGBTplus
"against President Trump's attempts to erase and threaten the lives of trans, non-binary, two-spirit, and intersex people; for queer liberation; for visibility for all marginalized identities; for allowing transgender people to serve in the military; for funding for gender-affirming health care; for ending bathroom restrictions on transgender people; against forced outings of queer students or individuals; for full federal funding for HIV prevention grants; for protecting trans athletes; for amnesty for queer immigrants",0,Healthcare
against ICE raids and immigrant deportations; for immigrant rights,0,Immigration
for fair contract for Iowa postal workers; for better wages,0,Workers
against the Department of Government Efficiency's policies; against federal funding cuts and layoffs,0,Musk/DOGE
in support of President Trump's immigration policies; against pro-immigrants march,0,Immigration
against President Trump's abuse of power; for democracy; for civil rights,0,Musk/DOGE
against President Trump's abuse of power; for democracy; for civil rights,0,Trump
against President Trump's abuse of power; for democracy; for civil rights; against Project 2025,0,Musk/DOGE
against President Trump's abuse of power; for democracy; for civil rights; against Project 2025,0,Trump
against President Trump's abuse of power; against Elon Musk; against DOGE; for democracy; for civil rights,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk; against DOGE; for democracy; for civil rights; against Project 2025,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; against Project 2025,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; against DOGE,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk; for democracy; against DOGE; for Congressional control of funding,0,Musk/DOGE
against President Trump's executive orders; against Elon Musk's involvement in the U.S. Federal government; against the actions of Senator Susan Collins,0,Musk/DOGE
against President Trump's immigration policies; against President Trump's Medicaid rollback policies; against President Trump's negotiations with Russia regarding the Ukraine War,0,Immigration
against President Trump's immigration policies; against President Trump's Medicaid rollback policies; against President Trump's negotiations with Russia regarding the Ukraine War,0,Musk/DOGE
against President Trump's immigration policies; against President Trump's Medicaid rollback policies; against President Trump's negotiations with Russia regarding the Ukraine War,0,Healthcare
against President Trump's abuse of power; against Elon Musk; for democracy,0,Musk/DOGE
"against President Trump's abuse of power; for democracy; for unity in opposition to the administration, against policies viewed as harmful to democratic governance, for mobilizing community activism, for supporting the proposed Economic Blackout protest",0,Musk/DOGE
against the unconstitutional power grab by President Donald Trump and Elon Musk; for defending the rule of law,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk,0,Musk/DOGE
against DOGE's order to end DEI programming; against DOGE; against the Trump administration,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights,0,Musk/DOGE
against President Trump; for reproductive rights; for LGBTQ+ rights,0,Abortion
against President Trump; for reproductive rights; for LGBTQ+ rights,0,LGBTplus
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; against Project 2025; against President Trump's recent mass firings of federal employees; for the protection of national parks and public land,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk;,0,Musk/DOGE
"against Nick LaLotaÃÂ¢ÃÂÃÂs refusal to hold an in-person town hall, against LaLotaÃÂ¢ÃÂÃÂs dismissal of constituent concerns as scripted, against federal cuts to Long Island healthcare and education, against freezing of funds to the Northport VA and Long Island research institutions, against cuts to the Department of Education affecting disadvantaged and disabled children, for LaLota taking action to protect Medicaid for 715,000 people in the district, for ensuring funding for schools, hospitals, and public services, for political accountability and representation of constituent needs",1,Healthcare
"for increasing starter teacher pay, for academic incentives for students, for affordable housing support for teachers in high-cost districts, for respecting public employees and funding public schools, against school voucher programs, against diverting public funds to private schools, for improving career earnings for veteran teachers, for supporting law enforcement and local government officials, against inadequate oversight in school choice programs, for ensuring teachers remain in montana with competitive wages",2,Workers
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; against DOGE; against President Trump's mass firing of federal employees; against President Trump cutting funds to USAID,0,Musk/DOGE
against President Trump's abuse of power; against fascism; for democracy; for civil rights,0,Trump
against Elon Musk's unfettered access and control over federal matters; against the dismantling of federal institutions; against the mass firing of skilled federal workers,0,Musk/DOGE
against Elon Musk's unfettered access and control over federal matters; against the dismantling of federal institutions; against the mass firing of skilled federal workers,0,Workers
against immigrants' deportation and family separation; against ICE raids; against the Trump adminstration's racist policies,0,Immigration
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; for immigration rights; for LGBTQ+ rights,0,Immigration
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; for immigration rights; for LGBTQ+ rights,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk; for democracy; for civil rights; for immigration rights; for LGBTQ+ rights,0,LGBTplus
against President Trump's abuse of power; for democracy; against DOGE; against Musk,0,Musk/DOGE
against President Trump's abuse of power; for democracy;,0,Trump
against President Trump's abuse of power; for democracy; for immigrants' rights,0,Immigration
against President Trump's abuse of power; against President TrumpÃÂ¢ÃÂÃÂs ethnic cleansing plans for Gaza; for Tulane University to become a sanctuary campus for immigrant students; for Palestinian liberation,0,Gaza
against President Trump's abuse of power; against President TrumpÃÂ¢ÃÂÃÂs ethnic cleansing plans for Gaza; for Tulane University to become a sanctuary campus for immigrant students; for Palestinian liberation,0,Immigration
against President Trump's abuse of power; against Elon Musk's involvement in the U.S Federal government; against State Superintendent of Public Instruction Ryan Walters; against Governor Kevin Stitt; in support of a division of church and state in the federal government,0,Musk/DOGE
"against the potential closure of Bay County's Social Security Office; against cuts to social security, medicare, and medicaid; for the protection of social services",0,Healthcare
for divesting University of Pennsylvania from Israel; against complicity in genocide in Gaza; for Palestinian liberation; against gentrification in Philadelphia,0,Gaza
against President Trump's abuse of power; for democracy; against Arizona Senate Bill 1164 mandating that local law enforcement agencies enter into legal agreements codifying cooperation with ICE,0,Musk/DOGE
against President Trump's abuse of power; against the Trump administration,0,Trump
against the Trump administration's federal spending cuts,1,Trump
against President Trump's abuse of power; against Project 2025; for democracy,0,Trump
against President Trump's abuse of power; for democracy; for civil rights; against DOGE,0,Trump
against President Trump's abuse of power; fagainst Elon Musk; or democracy; for civil rights; against Project 2025,0,Musk/DOGE
against President Trump's abuse of power; against Elon Musk's involvement in the U.S. Federal Government,0,Musk/DOGE
against the Trump Administration's abuse of power,1,Trump
against President Trump's abuse of power; for democracy; for civil rights; against Project 2025; for immigration rights; for LGBTQ rights; in support of climate action,0,Environment
against President Trump's abuse of power; for democracy; for civil rights; against Project 2025; for immigration rights; for LGBTQ rights; in support of climate action,0,Immigration
against President Trump's abuse of power; for democracy; for civil rights; against Project 2025; for immigration rights; for LGBTQ rights; in support of climate action,0,LGBTplus
against Elon Musk's role in influencing President Trump; against the Department of Governmental Efficiency,0,Musk/DOGE
against Representative David Schweikert's lack of action against Elon Musk; against Elon Musk; against DOGE; against the dismantling of USAID,0,Musk/DOGE
"against President Trump's abuse of power; against federal layoffs at the VA, USFS, CDC, FAA, EPA, IRS; for democracy; for civil rights",0,Trump
against President Trump's abuse of power; for democracy; against the Trump administration; against facism,0,Musk/DOGE
against President Trump's abuse of powr; against President Trump laying off thousands of federal employees; for protections for public services,0,Trump
against President Trump's abuse of power; for democracy; against Project 2025; for LGBTQ; for diversity,0,Musk/DOGE
against President Trump's abuse of power; for democracy; against Project 2025; for LGBTQ; for diversity,0,LGBTplus
against President Trump's abuse of power; for democracy; against Project 2025,0,Trump
against President Trump's abuse of power; against a change in leadership at the Kennedy Performing Arts Center; against President Trump assigning himeslf role of president of the Kennedy Center,0,Trump
against President Trump's abuse of power; for Federal workers; against Federal funding cuts,0,Workers
for protecting rights; against Elon Musks's role in government; against President Trump's abuse of power,0,Musk/DOGE
against the Trump administration; against President Trump's policies,0,Trump
against President Trump's abuse of power; for democracy; against mass deportation of immigrants; against dismantling USAID,0,Immigration
against President Trump's abuse of power; for democracy; against Elon Musk; against DOGE; against President Trump's mass layoffs of federal employees,0,Musk/DOGE
against layoffs of of CDC workers; against Trump administration's federal employee cuts,0,Workers
for amnesty for all eight students who were involved with the Palestine solidarity encampment at Bowdoin College; for Palestinian liberation,0,Gaza
against mass firings of federal EPA region 5 employees and other federal employees in Chicago; against the Trump administration,0,Musk/DOGE
for a larger meeting space for members of the Black Student Union; for student representation in funding matters,0,Workers
against Huntington Beach City Council displaying a MAGA plaque at a public library; against Donald Trump; against racism,0,Racial Justice
for increased wages and shift availability for fast food workers,1,Workers
in solidarity with Israel; against pro-Palestinian protesters,0,Gaza
for Palestinian liberation; against suspension of Students for Justice in Palestine at UCLA organization; for divestment from companies associated with Israeli military,0,Gaza
against a New York real estate event promoting the sale of Palestinian property on settlements in the occupied West Bank; for Palestinian liberation,0,Gaza
"for fair pay for graduate student workers, for fair unionization process",1,Workers
against President Trump's attempts to defund public services; for funding for services such as education and healthcare; against President Trump's administrative order; for transgender rights,0,LGBTplus
against President Trump's attempts to defund public services; for funding for services such as education and healthcare; against President Trump's administrative order; for transgender rights,0,Healthcare
"for fair contracts for federal workers unions, including postal workers and veterans affairs workers",1,Workers
in solidarity with undocumented communities; for immigrant rights,0,Immigration
against President Trump's attacks on immigrants; for supporting immigrant students and their families; for LGBTQ+ rights; for immigrant rights; for UCSC providing resources to undocumented students,0,Immigration
against President Trump's attacks on immigrants; for supporting immigrant students and their families; for LGBTQ+ rights; for immigrant rights; for UCSC providing resources to undocumented students,0,LGBTplus
"against federal immigration deportment policies; against the Trump administration; for 2 miles of protection around schools, churches, parks and hospitals prohibiting ICE from detaining anyone in that area",0,Immigration
against the Trump Administration; against the Department of Government Efficiency's federal funding cuts,0,Trump
for the passing of Maryland Data Privacy Act; for protections for immigrants; for immigrant rights,0,Immigration
against Donald Trump's mass layoffs of federal employees across the country; against President Trump's recent de-funding of several public service institutions,0,Musk/DOGE
against Donald Trump's mass layoffs of federal employees across the country; against President Trump's recent de-funding of several public service institutions,0,Trump
against President Trump's attack on rights; for LGBTQ+ rights; for immigrant rights; for Native America rights; for access to education,0,Immigration
against President Trump's attack on rights; for LGBTQ+ rights; for immigrant rights; for Native America rights; for access to education,0,LGBTplus
agaisnt Elon Musk having access to American's private information anf government funds; for Rep. Buddy Carter accurately representing his constituents,0,Musk/DOGE
"against Donald Trump's funding cuts to the National Institutes of Health, Center for Disease Control and Prevention, and National Science Foundation; for funding for public health; for funding for health research",0,Trump
against Elon Musk's role in influencing President Trump; against President Trump's cuts to federal agencies; against the recent mass layoffs of federal workers,0,Musk/DOGE
against Elon Musk's role in influencing President Trump; against President Trump's cuts to federal agencies; against the recent mass layoffs of federal workers,0,Workers
in solidarity with United States immigrants,1,Immigration
for Colorado State University protecting DEI initiatives on campus; against President Trump dismantling DEI initiatives on school campuses,0,Trump
for divesting University of Houston from Israel; against apartheid and genocide; for Palestinian liberation,0,Gaza
for UC San Diego to protect and provide more resources for students without legal status; against Trump administration; against ICE and mass deportations,0,Immigration
against ongoing labor disputes between The Original Pantry Cafe employees and the new owner of the cafe; for job security for cafe employees; for workers rights; for union rights,0,Workers
against ICE raids and immigrant deportations; against militarization of U.S.-Mexico border; against President Trump,0,Immigration
against Donald Trump's mass layoffs of federal employees across the country; against President Trump's recent de-funding of several public service institutions; for science; for healthcare; for research,0,Musk/DOGE
against Donald Trump's mass layoffs of federal employees across the country; against President Trump's recent de-funding of several public service institutions; for science; for healthcare; for research,0,Healthcare
against Donald Trump's cuts to academic research funding,1,Trump
against President Trump; against Elon Musk; for democracy,0,Musk/DOGE
against President TrumpÃÂ¢ÃÂÃÂs Executive Order ÃÂ¢ÃÂÃÂEnsuring Accountability for All AgenciesÃÂ¢ÃÂÃÂ; for democracy,0,Trump
against Trump's executive orders aimed at increasing deportations and tightening border security,1,Immigration
against President Trump's job cuts that threaten critical scientific research fisheries sustaniability and the livelihood of costal communities,1,Trump
against Donald Trump's cuts to federal funding; for funding for research; against mass layoffs of federal employees,0,Trump
in celebration of the restoral of LGBTQ+ housing at Florida State University,1,LGBTplus
against Donald Trump's recent firings of federal employees at the Department of Health and Human Services; against cuts to public health; for supporting and funding public health initiatives and research,0,Musk/DOGE
against Donald Trump's recent firings of federal employees; against Elon Musk's influence on President Trump,0,Musk/DOGE
against President Trump's recent firings of federal employees; for public services,0,Trump
against President Donald Trump's recent firings of federal employees; against Elon Musk,0,Musk/DOGE
against healthcare cuts; for fare wages; for better working conditions,0,Workers
against healthcare cuts; for fare wages; for better working conditions,0,Healthcare
"against changes to CSUÃÂ¢ÃÂÃÂs diversity, equity, inclusion, and accessibility policies; against the uncertainty surrounding the future of Cultural Resource Centers; against lack of transparency and clear communication from administration; against police presence at student government meetings as an intimidation tactic; against the DOEÃÂ¢ÃÂÃÂs directive prohibiting race-based considerations in university policies; for maintaining and fully funding Cultural Resource Centers; for open dialogue and decision-making with student involvement; for increased student engagement in governance and activism; for administrative accountability in supporting marginalized students; for preserving DEIA initiatives on campus",0,LGBTplus
for Congressman Pete Stauber to take action against the Trump administration; against President Donald Trump; against Elon Musk; against the potential end of Medicare,0,Musk/DOGE
for Congressman Pete Stauber to take action against the Trump administration; against President Donald Trump; against Elon Musk; against the potential end of Medicare,0,Healthcare
against Elon MuskÃÂ¢ÃÂÃÂs involvement in the federal government; against Sen. Shelley Moore CapitoÃÂ¢ÃÂÃÂs lack of response to constituents; against cuts to Medicaid and Social Security; against threats to democracy and constitutional protections; against the concentration of power in the presidency; for protecting federal workers and civil servants; for maintaining the separation of powers; for Capito addressing the concerns of West Virginians; for supporting small businesses impacted by economic policies; for ensuring qualifications and accountability in federal agency leadership,0,Musk/DOGE
against Elon MuskÃÂ¢ÃÂÃÂs involvement in the federal government; against Sen. Shelley Moore CapitoÃÂ¢ÃÂÃÂs lack of response to constituents; against cuts to Medicaid and Social Security; against threats to democracy and constitutional protections; against the concentration of power in the presidency; for protecting federal workers and civil servants; for maintaining the separation of powers; for Capito addressing the concerns of West Virginians; for supporting small businesses impacted by economic policies; for ensuring qualifications and accountability in federal agency leadership,0,Workers
against Elon MuskÃÂ¢ÃÂÃÂs involvement in the federal government; against Sen. Shelley Moore CapitoÃÂ¢ÃÂÃÂs lack of response to constituents; against cuts to Medicaid and Social Security; against threats to democracy and constitutional protections; against the concentration of power in the presidency; for protecting federal workers and civil servants; for maintaining the separation of powers; for Capito addressing the concerns of West Virginians; for supporting small businesses impacted by economic policies; for ensuring qualifications and accountability in federal agency leadership,0,Healthcare
support for immigrant communities; against deportations of undocumented migrants; against local authorities assisting federal deportation efforts; for elected leaders in Oakland and the East Bay resisting deportation policies; against the alleged political coercion of New York Mayor Eric Adams regarding deportations; for continued interfaith advocacy and protection of immigrants,0,Immigration
for protecting Oak Flat from proposed copper mine; for environmental conservation; for protecting sites sacred to Native peoples',0,Environment
"against UC Santa Cruz protest restrictions, against ban on masks while protesting, against uc ban on encampments, against unclear time place and manner restrictions, for free speech rights on university property, against ucsc police interference in protests, against arrests of students for protest activities, against prohibition of banners as structures, for faculty and student petition to end restrictions, for bargaining over protest restrictions, against crackdown on workers' and students' right to protest",1,Workers
for the Sonoma County Sheriff to not cooperate with ICE officials looking to arrest undocumented immigrants,1,Immigration
"for social, economic, and environmental justice",4,Environment
against house budget cuts affecting working families; against Elon Musk's involvement in the federal government;,0,Musk/DOGE
"against proposed medicaid cuts in the Trump administrationÃÂ¢ÃÂÃÂs budget, against work requirements and benefit caps for medicaid recipients, for holding a town hall to discuss potential cuts with constituents, against increasing healthcare costs due to medicaid cuts, for recognizing medicaidÃÂ¢ÃÂÃÂs role in supporting low-income and lower middle-class working individuals, against policies that would shift healthcare costs onto hospitals and private insurers, for maintaining healthcare access for workers in service industries and small businesses",1,Workers
"against proposed medicaid cuts in the Trump administrationÃÂ¢ÃÂÃÂs budget, against work requirements and benefit caps for medicaid recipients, for holding a town hall to discuss potential cuts with constituents, against increasing healthcare costs due to medicaid cuts, for recognizing medicaidÃÂ¢ÃÂÃÂs role in supporting low-income and lower middle-class working individuals, against policies that would shift healthcare costs onto hospitals and private insurers, for maintaining healthcare access for workers in service industries and small businesses",1,Healthcare
"against widespread federal employee terminations, against unexpected firings without justification, against layoffs affecting public service workers, against termination of experienced federal employees, against loss of consumer protection attorneys, against negative impact on local economies, for appealing illegal firings, for speaking to lawmakers for support, for rallying federal employees to fight job cuts, against va layoffs affecting veterans' care, for urging congress to intervene, for organizing future protests",1,Workers
